gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000049148,0,0,0,0,0,0
ENSMUSG00000049149,0,0,0,0,0,0
ENSMUSG00000049152,0,0,0,2,0,0
ENSMUSG00000049154,0,0,0,0,0,0
ENSMUSG00000049160,0,0,0,0,0,0
ENSMUSG00000049164,1531,2057,1011,1780,1823,2029
ENSMUSG00000049168,0,0,0,0,0,0
ENSMUSG00000049173,60,129,90,93,50,97
ENSMUSG00000049176,0,0,0,0,0,0
ENSMUSG00000049184,438,526,404,499,408,464
ENSMUSG00000049191,12,9,16,14,10,13
ENSMUSG00000049202,14,25,24,12,29,26
ENSMUSG00000049214,0,0,0,0,0,0
ENSMUSG00000049217,0,0,0,0,0,0
ENSMUSG00000049225,637,606,612,793,890,551
ENSMUSG00000049229,0,0,0,0,0,0
ENSMUSG00000049230,400,419,298,371,373,432
ENSMUSG00000049231,0,2,0,0,2,0
ENSMUSG00000049232,886,1063,999,1034,1148,1105
ENSMUSG00000049233,7,4,8,15,4,10
ENSMUSG00000049235,5,15,14,19,13,5
ENSMUSG00000049241,0,0,0,0,0,0
ENSMUSG00000049246,0,0,0,0,0,0
ENSMUSG00000049249,0,0,0,0,0,0
ENSMUSG00000049252,1,0,1,0,0,0
ENSMUSG00000049265,0,0,0,1,1,0
ENSMUSG00000049280,0,0,0,0,0,0
ENSMUSG00000049281,5,2,1,6,3,0
ENSMUSG00000049285,170,248,214,155,179,270
ENSMUSG00000049287,475,549,590,758,649,575
ENSMUSG00000049288,2584,2886,2628,2516,3000,2615
ENSMUSG00000049291,3,1,5,0,1,3
ENSMUSG00000049295,2920,3875,3743,4063,4482,3934
ENSMUSG00000049299,2190,2633,2815,2711,2628,2873
ENSMUSG00000049300,2178,2485,2067,2521,1933,2581
ENSMUSG00000049303,152,122,187,141,93,202
ENSMUSG00000049305,3801,4807,4816,4518,5268,4599
ENSMUSG00000049307,746,1172,936,1205,1240,1519
ENSMUSG00000049313,14553,12491,11750,14228,12874,17984
ENSMUSG00000049314,0,0,0,0,0,0
ENSMUSG00000049315,0,0,0,0,0,2
ENSMUSG00000049321,512,594,494,694,636,600
ENSMUSG00000049323,3954,4790,3609,4807,5244,4285
ENSMUSG00000049327,10313,12319,11222,11419,12618,13258
ENSMUSG00000049334,0,0,0,0,0,0
ENSMUSG00000049336,0,0,0,3,0,3
ENSMUSG00000049339,1618,2030,1948,2024,2144,2158
ENSMUSG00000049349,0,1,0,0,0,0
ENSMUSG00000049350,0,1,0,1,1,0
ENSMUSG00000049353,1,1,2,0,1,0
ENSMUSG00000049354,7056,8070,6436,8096,9542,8525
ENSMUSG00000049357,58,65,59,112,100,89
ENSMUSG00000049362,0,0,0,0,0,0
ENSMUSG00000049372,0,0,0,0,0,0
ENSMUSG00000049382,48123,64614,66052,59936,59455,67364
ENSMUSG00000049387,4,0,3,7,7,6
ENSMUSG00000049396,6,11,10,7,9,13
ENSMUSG00000049401,3527,4207,4628,4344,3502,3824
ENSMUSG00000049404,18,27,19,39,25,22
ENSMUSG00000049409,5,4,7,16,7,10
ENSMUSG00000049410,4,3,0,1,0,2
ENSMUSG00000049411,541,658,506,567,669,657
ENSMUSG00000049414,1,2,1,1,2,1
ENSMUSG00000049420,9,1,3,17,6,11
ENSMUSG00000049421,1917,2219,1700,2028,2135,2324
ENSMUSG00000049422,3162,4023,3788,3377,5407,4019
ENSMUSG00000049427,0,0,0,0,0,0
ENSMUSG00000049436,0,1,0,0,0,1
ENSMUSG00000049439,1666,2166,1552,2000,1813,1904
ENSMUSG00000049456,0,0,0,0,0,0
ENSMUSG00000049460,1,3,8,3,2,5
ENSMUSG00000049470,19120,20232,12984,22509,23483,23971
ENSMUSG00000049476,3,3,3,2,1,4
ENSMUSG00000049477,4,7,5,5,9,4
ENSMUSG00000049482,2258,2693,2746,2615,2696,2580
ENSMUSG00000049488,296,345,287,348,334,358
ENSMUSG00000049489,588,955,533,323,652,1179
ENSMUSG00000049491,0,0,0,0,0,0
ENSMUSG00000049493,50,87,65,103,57,54
ENSMUSG00000049498,0,0,0,0,1,0
ENSMUSG00000049502,173,318,163,196,201,265
ENSMUSG00000049504,3001,3293,2864,3167,3298,3595
ENSMUSG00000049506,0,0,0,0,0,0
ENSMUSG00000049511,22,27,16,38,30,23
ENSMUSG00000049515,60,83,46,159,143,134
ENSMUSG00000049516,3210,4231,3016,4696,4676,4089
ENSMUSG00000049517,51151,60511,63301,57284,66110,62162
ENSMUSG00000049521,1258,1584,1476,2225,1359,1467
ENSMUSG00000049526,2,0,0,1,0,1
ENSMUSG00000049528,0,0,0,0,0,0
ENSMUSG00000049530,0,0,0,0,0,0
ENSMUSG00000049532,3341,3991,3776,3789,3970,4241
ENSMUSG00000049536,1,0,1,0,0,0
ENSMUSG00000049537,2,0,0,0,3,0
ENSMUSG00000049538,0,0,0,1,0,0
ENSMUSG00000049539,1,2,3,10,3,4
ENSMUSG00000049548,0,0,0,0,0,0
ENSMUSG00000049550,3725,4055,3509,3654,5541,4781
ENSMUSG00000049551,304,311,359,344,337,361
ENSMUSG00000049553,11645,13370,12348,12921,11252,13914
ENSMUSG00000049555,227,272,220,240,315,325
ENSMUSG00000049556,118,117,140,181,171,154
ENSMUSG00000049560,0,0,0,0,0,0
ENSMUSG00000049561,0,0,0,0,0,0
ENSMUSG00000049562,279,300,266,379,335,347
ENSMUSG00000049565,0,0,0,0,0,0
ENSMUSG00000049571,31,26,23,45,64,31
ENSMUSG00000049573,0,0,0,0,0,0
ENSMUSG00000049576,3,3,1,3,0,5
ENSMUSG00000049577,5618,7752,7413,5915,7938,8365
ENSMUSG00000049580,9771,10856,9568,10498,11723,10296
ENSMUSG00000049583,0,0,0,0,0,0
ENSMUSG00000049588,158,223,246,207,297,282
ENSMUSG00000049593,0,0,0,1,0,0
ENSMUSG00000049598,5,2,4,14,4,8
ENSMUSG00000049600,1226,1415,1446,1266,1253,1330
ENSMUSG00000049604,120,114,141,0,9,164
ENSMUSG00000049605,0,0,0,0,0,0
ENSMUSG00000049606,3208,3500,2368,3788,3370,3711
ENSMUSG00000049608,0,1,0,0,1,0
ENSMUSG00000049612,0,0,0,0,0,0
ENSMUSG00000049618,0,0,0,0,0,0
ENSMUSG00000049620,3,2,3,7,2,9
ENSMUSG00000049624,1419,1705,1362,1821,2136,2091
ENSMUSG00000049625,0,0,1,1,4,0
ENSMUSG00000049630,7,4,5,24,7,2
ENSMUSG00000049641,1,1,1,1,3,1
ENSMUSG00000049643,1443,1602,1687,1675,1955,1781
ENSMUSG00000049648,0,0,0,0,0,0
ENSMUSG00000049649,47,50,53,33,52,38
ENSMUSG00000049653,0,0,3,0,0,2
ENSMUSG00000049657,700,871,648,556,741,771
ENSMUSG00000049658,6158,6709,3906,6259,7141,7134
ENSMUSG00000049659,2854,3334,3007,3663,4320,3347
ENSMUSG00000049670,590,703,638,687,742,522
ENSMUSG00000049672,1852,2162,1877,2076,2541,2326
ENSMUSG00000049674,0,0,0,0,0,0
ENSMUSG00000049676,20,35,25,32,34,56
ENSMUSG00000049680,5579,7135,7255,7439,9025,8451
ENSMUSG00000049685,0,0,0,0,0,0
ENSMUSG00000049686,1567,1927,1746,1895,2094,1715
ENSMUSG00000049687,25,30,26,38,30,31
ENSMUSG00000049690,18,18,23,37,22,36
ENSMUSG00000049691,2,9,2,5,12,7
ENSMUSG00000049692,0,0,0,0,0,0
ENSMUSG00000049694,0,0,0,0,0,0
ENSMUSG00000049699,40,26,19,48,30,27
ENSMUSG00000049708,0,0,0,0,0,0
ENSMUSG00000049709,0,5,2,4,1,1
ENSMUSG00000049717,1370,1496,940,1434,1568,1456
ENSMUSG00000049719,3520,4791,5990,4713,9659,2409
ENSMUSG00000049721,44,56,67,56,69,91
ENSMUSG00000049723,1,9,0,4,10,5
ENSMUSG00000049728,820,905,905,908,822,950
ENSMUSG00000049734,0,0,0,0,0,0
ENSMUSG00000049737,0,0,0,0,0,0
ENSMUSG00000049739,8276,9334,9065,8398,8164,8804
ENSMUSG00000049740,0,0,0,0,0,0
ENSMUSG00000049741,0,0,0,0,0,0
ENSMUSG00000049744,0,0,0,0,0,0
ENSMUSG00000049751,61,107,118,78,97,88
ENSMUSG00000049755,548,689,465,482,412,681
ENSMUSG00000049758,0,0,0,0,0,0
ENSMUSG00000049760,2967,3437,3526,3069,3599,3773
ENSMUSG00000049761,0,1,0,0,0,0
ENSMUSG00000049764,4236,5318,3279,4642,3752,5455
ENSMUSG00000049775,19842,25583,26541,24984,23343,25895
ENSMUSG00000049791,59,63,77,66,71,59
ENSMUSG00000049792,5120,5760,5824,6435,7775,6372
ENSMUSG00000049796,0,0,0,1,1,0
ENSMUSG00000049797,0,0,0,0,0,0
ENSMUSG00000049799,0,0,0,1,0,0
ENSMUSG00000049800,1431,1453,1254,1854,1954,1342
ENSMUSG00000049804,214,272,240,669,209,153
ENSMUSG00000049806,0,0,0,0,0,0
ENSMUSG00000049807,4432,4862,4264,4664,7932,5856
ENSMUSG00000049809,0,0,0,0,0,0
ENSMUSG00000049811,492,560,470,337,669,660
ENSMUSG00000049815,0,0,0,0,0,0
ENSMUSG00000049823,404,402,473,468,649,406
ENSMUSG00000049832,46,56,60,52,61,69
ENSMUSG00000049843,0,0,0,0,0,0
ENSMUSG00000049848,0,0,1,0,0,1
ENSMUSG00000049858,1144,1378,971,1335,1208,1430
ENSMUSG00000049864,0,0,0,0,0,0
ENSMUSG00000049866,6799,5452,6555,10764,7734,6198
ENSMUSG00000049871,3008,2702,3060,4398,3514,3338
ENSMUSG00000049872,0,1,2,3,3,3
ENSMUSG00000049878,7717,10670,6799,9700,9920,9745
ENSMUSG00000049881,1107,1363,1407,1259,1370,1207
ENSMUSG00000049882,491,564,608,495,677,588
ENSMUSG00000049891,47,58,45,57,53,48
ENSMUSG00000049892,301,529,287,545,214,600
ENSMUSG00000049894,0,0,0,0,0,0
ENSMUSG00000049897,3,5,5,2,7,1
ENSMUSG00000049902,0,0,0,0,0,0
ENSMUSG00000049904,160,215,208,243,208,206
ENSMUSG00000049907,775,698,893,1876,1584,817
ENSMUSG00000049908,0,0,0,0,0,0
ENSMUSG00000049916,178,191,186,65,39,1023
ENSMUSG00000049922,2091,2567,2167,2184,2417,2674
ENSMUSG00000049926,0,0,0,0,1,0
ENSMUSG00000049928,4,1,0,4,4,2
ENSMUSG00000049929,0,0,0,0,0,0
ENSMUSG00000049932,5290,6383,7031,8999,8233,5383
ENSMUSG00000049939,108,189,122,117,122,161
ENSMUSG00000049940,4578,5738,5745,5593,5683,5636
ENSMUSG00000049946,0,0,0,0,0,0
ENSMUSG00000049950,1504,1956,1828,1582,1687,2114
ENSMUSG00000049957,2690,3089,2909,2972,3006,3278
ENSMUSG00000049960,2216,2787,2677,2458,2869,2822
ENSMUSG00000049969,5052,6588,5219,5563,6870,6235
ENSMUSG00000049971,2353,3033,2672,3485,2457,3677
ENSMUSG00000049972,0,0,0,2,0,0
ENSMUSG00000049985,0,0,3,0,0,0
ENSMUSG00000049988,29,23,17,16,18,15
ENSMUSG00000049999,119,255,222,211,380,288
ENSMUSG00000050002,923,1112,1036,883,1086,1060
ENSMUSG00000050010,9,10,3,22,17,10
ENSMUSG00000050014,1,0,1,2,2,1
ENSMUSG00000050015,0,0,0,0,0,0
ENSMUSG00000050017,7500,9059,8329,8953,8366,8754
ENSMUSG00000050022,307,488,391,344,409,432
ENSMUSG00000050023,0,0,0,0,0,0
ENSMUSG00000050028,0,0,0,0,0,0
ENSMUSG00000050029,5637,7123,5546,6618,7896,6152
ENSMUSG00000050030,0,0,0,0,0,0
ENSMUSG00000050035,38,59,60,36,75,105
ENSMUSG00000050043,2294,2942,2634,2775,3361,2876
ENSMUSG00000050050,34,47,2,18,18,4
ENSMUSG00000050052,1534,1493,1751,1600,4117,1494
ENSMUSG00000050058,0,0,0,0,0,0
ENSMUSG00000050063,3,5,0,0,1,5
ENSMUSG00000050064,409,447,290,493,355,431
ENSMUSG00000050066,0,0,0,0,0,0
ENSMUSG00000050069,46,66,29,47,44,46
ENSMUSG00000050071,35867,45334,49387,48998,44888,29576
ENSMUSG00000050074,1,0,0,0,0,0
ENSMUSG00000050075,0,0,0,0,0,0
ENSMUSG00000050079,1541,1707,1539,1862,2007,1873
ENSMUSG00000050085,0,0,0,0,0,0
ENSMUSG00000050087,3,2,5,1,4,2
ENSMUSG00000050088,2364,3016,2509,2691,2472,2912
ENSMUSG00000050089,0,0,0,0,1,0
ENSMUSG00000050092,0,0,0,0,0,0
ENSMUSG00000050097,0,1,0,0,1,0
ENSMUSG00000050100,69,66,81,68,130,28
ENSMUSG00000050102,0,0,0,0,0,0
ENSMUSG00000050103,0,0,0,0,0,0
ENSMUSG00000050105,3,8,9,14,2,8
ENSMUSG00000050106,220,316,247,274,285,324
ENSMUSG00000050107,2011,2279,2192,2042,2122,2138
ENSMUSG00000050108,0,0,2,3,3,1
ENSMUSG00000050114,0,0,1,0,0,0
ENSMUSG00000050121,0,0,0,0,0,0
ENSMUSG00000050122,0,1,3,2,0,1
ENSMUSG00000050128,0,0,0,0,0,0
ENSMUSG00000050132,95,116,58,120,116,128
ENSMUSG00000050134,0,0,0,0,0,0
ENSMUSG00000050138,39,69,67,44,69,60
ENSMUSG00000050141,0,0,0,0,0,0
ENSMUSG00000050144,1800,2098,1607,1943,1925,2140
ENSMUSG00000050147,7,14,14,43,61,19
ENSMUSG00000050148,3897,5234,4078,5051,4892,3365
ENSMUSG00000050150,64,65,47,75,55,113
ENSMUSG00000050157,0,4,6,2,2,3
ENSMUSG00000050158,0,0,0,0,1,0
ENSMUSG00000050164,0,0,0,0,0,1
ENSMUSG00000050174,279,334,273,288,340,358
ENSMUSG00000050179,0,0,0,2,0,0
ENSMUSG00000050188,452,504,543,541,569,622
ENSMUSG00000050189,0,2,0,0,0,0
ENSMUSG00000050190,0,0,0,0,0,0
ENSMUSG00000050192,1278,1269,958,1397,1360,1300
ENSMUSG00000050195,10,8,14,12,5,9
ENSMUSG00000050197,0,1,0,0,0,0
ENSMUSG00000050198,0,0,0,0,0,0
ENSMUSG00000050199,2656,3556,2528,3963,3653,3095
ENSMUSG00000050201,0,0,3,2,1,3
ENSMUSG00000050211,0,3,1,10,0,3
ENSMUSG00000050212,781,826,950,998,898,911
ENSMUSG00000050213,1305,1656,1467,1561,1562,1573
ENSMUSG00000050215,0,0,1,0,0,2
ENSMUSG00000050217,0,0,0,0,0,0
ENSMUSG00000050222,20,15,29,28,21,13
ENSMUSG00000050224,0,0,0,0,0,0
ENSMUSG00000050229,4292,5426,3976,4653,4560,5128
ENSMUSG00000050232,0,0,0,0,1,0
ENSMUSG00000050234,79,93,67,72,54,79
ENSMUSG00000050239,0,0,0,0,0,0
ENSMUSG00000050240,13066,15762,13037,16709,18480,17515
ENSMUSG00000050241,3,5,10,3,9,4
ENSMUSG00000050243,32,42,24,25,28,30
ENSMUSG00000050244,10049,11187,9031,10340,10566,11521
ENSMUSG00000050248,1,0,0,0,0,0
ENSMUSG00000050251,0,0,0,0,0,0
ENSMUSG00000050266,1,0,1,6,1,1
ENSMUSG00000050270,111,201,155,117,226,205
ENSMUSG00000050271,1951,1560,1817,2456,2326,1728
ENSMUSG00000050272,4,6,2,12,7,2
ENSMUSG00000050276,0,0,0,0,0,0
ENSMUSG00000050281,0,0,0,0,0,0
ENSMUSG00000050288,488,502,551,911,485,402
ENSMUSG00000050295,149,125,144,149,270,142
ENSMUSG00000050296,0,0,1,3,0,2
ENSMUSG00000050299,316,376,454,412,482,352
ENSMUSG00000050304,37,31,25,13,13,21
ENSMUSG00000050310,3754,4092,2727,4570,4723,4009
ENSMUSG00000050312,493,681,443,507,597,624
ENSMUSG00000050315,9,6,1,11,15,9
ENSMUSG00000050321,1,1,5,0,0,1
ENSMUSG00000050323,966,1235,1213,1093,1217,1162
ENSMUSG00000050328,81,54,66,70,83,71
ENSMUSG00000050332,854,964,670,803,716,929
ENSMUSG00000050334,57,56,75,62,62,89
ENSMUSG00000050335,2486,3090,2312,3279,3127,3578
ENSMUSG00000050343,0,0,0,0,0,0
ENSMUSG00000050345,0,0,0,0,0,0
ENSMUSG00000050350,0,0,1,1,0,0
ENSMUSG00000050357,298,361,225,406,216,517
ENSMUSG00000050359,0,2,0,2,0,0
ENSMUSG00000050366,0,0,0,0,0,0
ENSMUSG00000050368,25,29,41,98,83,17
ENSMUSG00000050370,0,0,0,0,0,0
ENSMUSG00000050373,1976,2715,2576,1753,2117,3030
ENSMUSG00000050377,0,0,0,0,0,0
ENSMUSG00000050379,1753,1937,2267,2407,1819,1589
ENSMUSG00000050382,416,380,424,461,791,340
ENSMUSG00000050383,0,0,0,0,0,0
ENSMUSG00000050390,6300,5839,6657,7433,8014,7481
ENSMUSG00000050394,0,0,1,0,0,0
ENSMUSG00000050395,3,2,1,6,4,1
ENSMUSG00000050397,62,61,39,90,73,23
ENSMUSG00000050410,305,207,269,354,268,225
ENSMUSG00000050423,11,12,18,30,15,13
ENSMUSG00000050424,20,15,38,27,19,27
ENSMUSG00000050425,0,0,0,0,0,0
ENSMUSG00000050428,694,856,723,593,703,807
ENSMUSG00000050435,0,0,0,0,0,0
ENSMUSG00000050439,0,0,0,0,0,1
ENSMUSG00000050440,0,0,0,1,3,0
ENSMUSG00000050445,0,0,0,0,0,0
ENSMUSG00000050447,55,39,42,162,57,58
ENSMUSG00000050463,8,9,11,11,13,8
ENSMUSG00000050468,3,1,1,6,7,7
ENSMUSG00000050471,1475,1831,1906,1604,2444,1841
ENSMUSG00000050473,8,7,5,13,16,5
ENSMUSG00000050478,0,0,0,0,0,0
ENSMUSG00000050490,52,60,48,56,55,57
ENSMUSG00000050493,0,0,0,0,0,0
ENSMUSG00000050503,27,18,18,118,103,15
ENSMUSG00000050504,0,0,0,0,0,0
ENSMUSG00000050505,0,0,0,0,0,0
ENSMUSG00000050511,2,7,2,1,2,2
ENSMUSG00000050520,0,0,0,0,0,0
ENSMUSG00000050526,0,0,0,0,0,0
ENSMUSG00000050530,695,849,945,1012,981,890
ENSMUSG00000050533,3,1,3,0,0,0
ENSMUSG00000050534,516,566,505,349,584,290
ENSMUSG00000050538,10,10,8,73,116,10
ENSMUSG00000050541,0,1,5,0,2,1
ENSMUSG00000050545,108,98,102,123,138,95
ENSMUSG00000050549,137,143,120,123,84,115
ENSMUSG00000050550,10,7,9,8,13,16
ENSMUSG00000050552,1085,1337,1387,1261,1151,1554
ENSMUSG00000050553,0,0,0,0,0,0
ENSMUSG00000050555,1442,1714,1636,1498,1886,1760
ENSMUSG00000050556,50,82,110,172,62,76
ENSMUSG00000050558,146,91,124,178,279,137
ENSMUSG00000050565,17482,21246,15432,20954,20944,21719
ENSMUSG00000050567,4728,5588,4957,5946,6215,5861
ENSMUSG00000050577,0,0,0,0,0,0
ENSMUSG00000050578,2,0,0,2,4,2
ENSMUSG00000050587,0,0,0,0,0,0
ENSMUSG00000050592,151,224,187,240,217,282
ENSMUSG00000050600,1,1,0,0,0,0
ENSMUSG00000050603,0,0,0,0,0,0
ENSMUSG00000050605,173,227,218,177,224,256
ENSMUSG00000050608,2573,2947,3056,3028,3092,3085
ENSMUSG00000050612,3,5,1,5,6,3
ENSMUSG00000050613,0,0,0,0,0,0
ENSMUSG00000050619,1170,1271,1053,1237,1425,1404
ENSMUSG00000050621,27,33,30,33,37,39
ENSMUSG00000050623,4,1,1,2,4,1
ENSMUSG00000050625,0,0,0,0,0,0
ENSMUSG00000050627,1904,2016,1645,2059,2136,2404
ENSMUSG00000050628,4582,5218,4942,4947,4748,5797
ENSMUSG00000050635,0,0,0,0,0,0
ENSMUSG00000050640,126,157,131,138,143,158
ENSMUSG00000050641,0,0,0,0,0,0
ENSMUSG00000050645,0,0,0,0,0,0
ENSMUSG00000050650,0,0,0,0,0,0
ENSMUSG00000050654,0,0,0,0,0,0
ENSMUSG00000050663,3,5,3,12,3,3
ENSMUSG00000050666,14,36,16,25,25,51
ENSMUSG00000050668,767,806,723,757,753,945
ENSMUSG00000050671,8,20,18,36,13,12
ENSMUSG00000050675,3,2,2,0,4,4
ENSMUSG00000050677,57,80,59,78,87,84
ENSMUSG00000050685,0,0,0,0,0,0
ENSMUSG00000050697,3647,4073,3194,4097,4111,4073
ENSMUSG00000050700,152,217,194,279,175,209
ENSMUSG00000050702,0,0,0,0,0,0
ENSMUSG00000050704,0,0,0,0,0,0
ENSMUSG00000050705,2561,2764,2844,2484,3109,3058
ENSMUSG00000050708,22840,27481,24669,27294,28714,26271
ENSMUSG00000050711,0,0,1,4,0,0
ENSMUSG00000050714,1467,1683,1095,917,1111,1699
ENSMUSG00000050721,3773,4106,4338,3566,6070,4955
ENSMUSG00000050730,836,1007,594,1128,1006,1170
ENSMUSG00000050732,1850,2275,2213,2460,1970,2486
ENSMUSG00000050737,971,500,595,1142,548,628
ENSMUSG00000050742,0,0,0,0,0,0
ENSMUSG00000050747,1,2,2,4,4,1
ENSMUSG00000050751,124,256,188,331,272,320
ENSMUSG00000050756,0,0,0,0,0,0
ENSMUSG00000050761,0,0,0,0,0,0
ENSMUSG00000050762,8,6,9,8,14,4
ENSMUSG00000050763,0,0,0,0,0,0
ENSMUSG00000050765,2,0,1,0,0,0
ENSMUSG00000050766,0,0,0,0,0,0
ENSMUSG00000050772,0,0,0,0,0,0
ENSMUSG00000050776,0,0,0,0,0,0
ENSMUSG00000050777,2459,3368,3188,2958,2691,3667
ENSMUSG00000050783,1,0,0,0,0,0
ENSMUSG00000050786,489,595,470,512,580,522
ENSMUSG00000050788,12,12,1,9,7,9
ENSMUSG00000050796,196,264,201,244,249,264
ENSMUSG00000050799,0,0,0,0,0,0
ENSMUSG00000050803,0,0,0,0,0,0
ENSMUSG00000050808,0,0,1,0,0,1
ENSMUSG00000050810,0,0,0,0,0,0
ENSMUSG00000050812,8974,11967,8732,9975,10218,9419
ENSMUSG00000050813,0,0,0,0,0,0
ENSMUSG00000050815,0,0,1,0,0,0
ENSMUSG00000050818,0,0,0,0,0,0
ENSMUSG00000050821,91,322,526,159,324,132
ENSMUSG00000050822,701,1008,934,1031,885,956
ENSMUSG00000050824,1,0,0,0,0,2
ENSMUSG00000050830,1,0,0,0,0,0
ENSMUSG00000050840,0,0,0,1,1,0
ENSMUSG00000050844,0,0,0,0,0,0
ENSMUSG00000050846,617,733,752,645,396,718
ENSMUSG00000050853,0,0,0,0,0,0
ENSMUSG00000050854,9,24,6,3,2,120
ENSMUSG00000050855,682,823,709,743,954,789
ENSMUSG00000050856,4625,4600,5170,5324,5216,5478
ENSMUSG00000050860,19,33,19,10,13,26
ENSMUSG00000050865,0,0,0,0,0,0
ENSMUSG00000050866,2,0,0,0,0,0
ENSMUSG00000050870,0,0,0,0,0,0
ENSMUSG00000050875,0,0,0,0,0,0
ENSMUSG00000050876,0,1,1,4,0,0
ENSMUSG00000050890,503,624,498,600,663,719
ENSMUSG00000050891,1083,1283,1024,1093,1274,1210
ENSMUSG00000050896,103,168,127,177,196,75
ENSMUSG00000050900,43,41,47,64,57,58
ENSMUSG00000050901,0,0,0,0,0,0
ENSMUSG00000050908,97,108,112,158,96,64
ENSMUSG00000050910,3052,3954,3633,2957,3382,3902
ENSMUSG00000050912,2006,2295,1669,2233,2258,2759
ENSMUSG00000050914,364,459,481,561,304,456
ENSMUSG00000050917,10,5,5,21,7,5
ENSMUSG00000050919,2,5,5,15,5,1
ENSMUSG00000050921,0,0,0,0,0,0
ENSMUSG00000050926,193,371,320,324,293,263
ENSMUSG00000050930,54,104,2,28,0,74
ENSMUSG00000050931,486,529,320,372,458,395
ENSMUSG00000050933,0,0,0,0,0,0
ENSMUSG00000050936,6,4,1,1,2,2
ENSMUSG00000050944,9,10,14,13,7,14
ENSMUSG00000050945,226,301,249,350,350,295
ENSMUSG00000050947,919,1160,1028,962,1433,1017
ENSMUSG00000050953,30,9,12,66,22,14
ENSMUSG00000050954,11,3,1,19,6,14
ENSMUSG00000050957,74,100,99,104,146,126
ENSMUSG00000050961,0,0,0,0,0,0
ENSMUSG00000050963,2,0,0,0,0,0
ENSMUSG00000050965,440,506,329,611,561,556
ENSMUSG00000050966,12613,13007,13090,13554,11204,12452
ENSMUSG00000050967,12,30,12,85,16,14
ENSMUSG00000050973,675,786,754,709,736,843
ENSMUSG00000050974,1,0,1,0,1,2
ENSMUSG00000050978,0,0,0,0,0,0
ENSMUSG00000050982,0,0,0,0,0,0
ENSMUSG00000050989,2579,2840,2769,2824,2914,3172
ENSMUSG00000050994,3,0,0,2,0,0
ENSMUSG00000050996,0,0,0,0,0,0
ENSMUSG00000051000,452,506,454,534,553,555
ENSMUSG00000051002,0,0,0,0,0,0
ENSMUSG00000051003,0,0,0,0,0,0
ENSMUSG00000051007,1461,1843,1762,1609,1971,2021
ENSMUSG00000051008,17,30,16,17,28,33
ENSMUSG00000051022,175,259,178,218,356,262
ENSMUSG00000051029,6,2,1,7,1,1
ENSMUSG00000051034,272,366,216,402,431,350
ENSMUSG00000051036,0,3,0,0,0,1
ENSMUSG00000051037,60,102,61,23,22,71
ENSMUSG00000051038,0,0,0,0,0,0
ENSMUSG00000051041,1,3,5,22,0,2
ENSMUSG00000051043,6893,6569,7321,8084,8019,7029
ENSMUSG00000051046,0,0,0,0,0,0
ENSMUSG00000051048,5,3,2,11,4,7
ENSMUSG00000051050,0,0,0,0,0,0
ENSMUSG00000051051,0,0,0,0,0,0
ENSMUSG00000051054,7,8,6,16,5,9
ENSMUSG00000051056,4,0,0,1,3,2
ENSMUSG00000051062,1,4,2,2,3,1
ENSMUSG00000051065,3303,4301,4084,3983,5229,4299
ENSMUSG00000051067,674,552,777,812,1037,584
ENSMUSG00000051074,18,11,16,10,15,19
ENSMUSG00000051076,46,56,17,36,18,71
ENSMUSG00000051079,0,0,0,0,0,0
ENSMUSG00000051081,0,0,0,0,0,0
ENSMUSG00000051095,0,0,0,0,0,0
ENSMUSG00000051098,143,197,114,132,174,158
ENSMUSG00000051111,1,0,1,1,1,0
ENSMUSG00000051113,7,33,20,17,17,24
ENSMUSG00000051116,3,4,1,6,3,8
ENSMUSG00000051118,1,0,0,0,0,0
ENSMUSG00000051124,261,356,231,458,378,370
ENSMUSG00000051133,0,0,0,0,1,0
ENSMUSG00000051136,0,0,0,0,4,0
ENSMUSG00000051146,158,187,215,173,187,136
ENSMUSG00000051147,35,28,42,55,33,44
ENSMUSG00000051149,168,147,103,169,214,227
ENSMUSG00000051153,0,0,2,0,0,0
ENSMUSG00000051154,2829,3215,3351,3634,5040,3082
ENSMUSG00000051156,0,0,1,0,0,0
ENSMUSG00000051159,1216,1399,1349,2438,779,1518
ENSMUSG00000051160,0,0,0,0,0,0
ENSMUSG00000051166,2951,3545,2085,3139,3897,2401
ENSMUSG00000051169,1047,1264,1245,976,1309,1500
ENSMUSG00000051172,1,0,0,0,0,0
ENSMUSG00000051176,5240,6498,5990,6578,6436,5993
ENSMUSG00000051177,62,80,51,93,57,71
ENSMUSG00000051180,0,0,0,0,0,1
ENSMUSG00000051182,0,0,0,0,0,0
ENSMUSG00000051184,173,187,259,206,191,220
ENSMUSG00000051185,662,745,650,815,938,775
ENSMUSG00000051190,0,0,0,0,0,0
ENSMUSG00000051198,0,0,0,0,0,0
ENSMUSG00000051200,0,0,0,0,0,0
ENSMUSG00000051207,0,0,0,0,0,0
ENSMUSG00000051209,0,0,0,0,0,0
ENSMUSG00000051212,0,0,0,0,0,0
ENSMUSG00000051220,4073,3875,4068,4453,3727,5140
