gene_id,s_mtsc_complete_wt,s_mtsc_ezr_a1_td_single_tdbl,s_mtsc_ezr_d1_td_single_tdbl,s_mtsc_klf5_a3_tdbl_first_half,s_mtsc_klf5_d3_tdbl_first_half,s_mtsc_rin3_g2_tftd_dis_homozy_del,s_mtsc_rin3_h2_tftd_dis_insertion_td
ENSMUSG00000022805,117,73,66,82,132,124,147
ENSMUSG00000022807,2887,2502,3012,2805,2625,3036,2576
ENSMUSG00000022808,5594,6310,6213,5370,5222,5818,5222
ENSMUSG00000022809,47,19,24,47,46,135,91
ENSMUSG00000022811,3295,2828,2925,2616,2256,3597,3882
ENSMUSG00000022812,4841,4862,4665,4132,3396,5154,5240
ENSMUSG00000022814,11253,10971,11858,11378,11468,12124,9211
ENSMUSG00000022816,1942,625,1798,1555,1078,1823,1951
ENSMUSG00000022817,9645,9787,13416,9219,9325,11216,8288
ENSMUSG00000022818,0,0,1,1,0,0,0
ENSMUSG00000022820,223,160,178,173,172,225,174
ENSMUSG00000022821,8,2,5,1,4,4,0
ENSMUSG00000022822,4764,3533,3843,4162,3476,4013,4398
ENSMUSG00000022824,23,25,31,5,7,41,20
ENSMUSG00000022827,992,990,1044,925,940,867,833
ENSMUSG00000022828,2797,2812,2716,2614,2448,3196,2773
ENSMUSG00000022829,0,0,0,0,1,0,1
ENSMUSG00000022831,1,6,1,0,0,1,2
ENSMUSG00000022832,0,0,0,0,0,0,0
ENSMUSG00000022833,2252,1867,1840,1917,1913,1849,1925
ENSMUSG00000022836,10,7,31,9,14,20,8
ENSMUSG00000022837,1841,1985,1479,1476,1957,1520,1679
ENSMUSG00000022838,37,61,33,23,54,37,13
ENSMUSG00000022840,32,3,27,33,17,58,46
ENSMUSG00000022841,9772,12390,12654,9643,9791,12454,10279
ENSMUSG00000022842,96,77,47,47,98,95,73
ENSMUSG00000022843,1787,820,1686,1343,1677,1461,1443
ENSMUSG00000022844,3459,3088,3028,3124,1813,3977,2880
ENSMUSG00000022847,52,25,33,22,47,42,68
ENSMUSG00000022848,1484,1071,1506,1294,1449,1504,1426
ENSMUSG00000022849,3974,2658,3971,3672,3450,3456,3189
ENSMUSG00000022853,541,556,404,327,376,654,515
ENSMUSG00000022855,8311,8281,8211,7417,7662,8766,8145
ENSMUSG00000022856,911,999,1261,1051,1006,1519,817
ENSMUSG00000022857,0,0,0,0,0,0,0
ENSMUSG00000022858,10963,9690,11138,10206,9151,11646,9696
ENSMUSG00000022860,0,0,0,0,0,0,0
ENSMUSG00000022861,0,1,2,1,1,0,1
ENSMUSG00000022863,203,185,158,163,176,208,206
ENSMUSG00000022864,1493,1270,1655,1433,1237,2003,1776
ENSMUSG00000022865,1456,1211,1835,1495,1810,2351,1721
ENSMUSG00000022867,905,1602,1198,987,691,1392,1099
ENSMUSG00000022868,11,0,6,0,3,2,0
ENSMUSG00000022871,35,60,84,44,61,86,55
ENSMUSG00000022875,5,28,7,9,7,11,2
ENSMUSG00000022876,0,0,0,0,0,2,0
ENSMUSG00000022877,2,0,0,0,0,0,1
ENSMUSG00000022878,0,0,0,2,0,2,4
ENSMUSG00000022881,2325,1765,1984,1837,2112,2409,2047
ENSMUSG00000022883,507,398,519,427,346,384,609
ENSMUSG00000022884,27716,24210,19427,19301,20006,29238,33667
ENSMUSG00000022885,1737,1540,1214,1712,2204,1469,1602
ENSMUSG00000022886,44,310,386,235,107,283,124
ENSMUSG00000022887,17,0,3,2,0,3,1
ENSMUSG00000022889,2808,2315,2953,2682,2631,3157,3034
ENSMUSG00000022890,5681,5516,6507,5842,6398,7423,6144
ENSMUSG00000022892,1435,1211,2587,1296,1107,2182,1306
ENSMUSG00000022893,326,106,709,567,220,478,456
ENSMUSG00000022894,8,1,3,3,1,0,5
ENSMUSG00000022895,15043,8183,13126,12249,12325,15552,11563
ENSMUSG00000022897,5700,4035,4996,4504,4659,5404,5504
ENSMUSG00000022898,2970,2275,2206,1945,2724,2346,2472
ENSMUSG00000022899,1661,3,2246,2158,2161,1048,2134
ENSMUSG00000022900,2668,2910,1978,2776,1978,2421,3465
ENSMUSG00000022901,0,1,0,1,3,1,1
ENSMUSG00000022902,0,0,0,0,0,0,0
ENSMUSG00000022905,6735,7146,6812,5686,5411,7217,6029
ENSMUSG00000022906,266,165,424,272,395,450,252
ENSMUSG00000022911,2338,2456,2040,1778,1828,1915,2125
ENSMUSG00000022912,5207,4129,6878,5171,3056,6213,5882
ENSMUSG00000022913,3158,2570,3161,2679,2964,3563,2837
ENSMUSG00000022914,7214,9882,7322,6219,6395,7797,6925
ENSMUSG00000022931,0,0,0,0,0,0,0
ENSMUSG00000022935,0,0,0,1,3,0,0
ENSMUSG00000022938,4,11,5,2,9,5,9
ENSMUSG00000022940,890,745,883,736,697,1064,890
ENSMUSG00000022941,218,178,188,159,194,230,191
ENSMUSG00000022945,3410,2332,2888,2955,3413,3493,2861
ENSMUSG00000022946,744,699,655,571,565,868,822
ENSMUSG00000022947,233,162,215,272,261,234,242
ENSMUSG00000022948,448,384,400,320,394,501,395
ENSMUSG00000022949,395,44,284,257,327,189,643
ENSMUSG00000022951,2869,1856,3094,2430,2506,4352,3957
ENSMUSG00000022952,1267,1855,1043,1173,1679,1625,2187
ENSMUSG00000022956,5085,4598,5784,5176,5470,6657,5160
ENSMUSG00000022957,3917,3262,3665,3607,3496,4085,3721
ENSMUSG00000022960,1267,824,1338,1332,1153,1406,1210
ENSMUSG00000022961,36169,30904,35978,33032,28140,34659,34881
ENSMUSG00000022962,19529,18473,18758,18709,17671,19243,16843
ENSMUSG00000022964,1810,1914,2018,1804,1853,3082,2062
ENSMUSG00000022965,408,490,525,455,343,596,434
ENSMUSG00000022967,2313,2294,2593,2050,2109,2354,2288
ENSMUSG00000022969,201,102,317,173,170,334,194
ENSMUSG00000022971,913,881,876,747,722,1043,856
ENSMUSG00000022972,1718,1413,1666,1433,2137,1926,1615
ENSMUSG00000022973,1690,2166,2229,1822,1373,2211,2026
ENSMUSG00000022974,5429,3604,3999,4013,3720,4252,4534
ENSMUSG00000022978,1404,1331,1363,1242,1421,1614,1327
ENSMUSG00000022982,16142,11607,17041,16728,19429,20465,16402
ENSMUSG00000022983,6456,5313,5897,5738,5457,5518,5987
ENSMUSG00000022986,0,0,0,0,0,0,0
ENSMUSG00000022987,62,70,74,33,15,97,70
ENSMUSG00000022991,0,0,0,0,0,0,0
ENSMUSG00000022992,2605,1547,2545,2391,2550,2630,2245
ENSMUSG00000022993,0,0,0,1,4,3,1
ENSMUSG00000022994,440,269,414,440,371,351,595
ENSMUSG00000022995,6765,3022,6348,6552,4337,5676,5333
ENSMUSG00000022996,129,72,102,115,88,84,216
ENSMUSG00000022997,39,7,10,13,15,16,39
ENSMUSG00000022999,1383,1581,1715,1609,1556,1609,1168
ENSMUSG00000023000,143,61,105,52,60,137,102
ENSMUSG00000023004,4175,3844,5782,4865,4437,4974,3438
ENSMUSG00000023007,3180,1434,2363,2050,2838,2714,2848
ENSMUSG00000023008,1829,1202,2459,2053,2325,2990,2128
ENSMUSG00000023009,1430,1158,2247,1811,2073,2057,1679
ENSMUSG00000023010,15250,15340,18244,15243,16551,19466,14585
ENSMUSG00000023011,7,0,14,7,3,8,11
ENSMUSG00000023013,0,0,0,0,0,0,0
ENSMUSG00000023015,8444,5717,7862,7417,8300,8723,7527
ENSMUSG00000023017,150,77,276,210,237,172,210
ENSMUSG00000023018,5099,3134,5122,4404,4992,5303,4622
ENSMUSG00000023019,32,19,42,45,36,67,92
ENSMUSG00000023020,1417,1081,1341,1176,1615,1974,1505
ENSMUSG00000023021,5819,3955,7770,6076,5475,7152,5085
ENSMUSG00000023022,1171,900,1205,837,1166,1439,1503
ENSMUSG00000023025,12669,7634,10980,10668,9528,11568,11733
ENSMUSG00000023026,3703,2068,2835,2551,2412,3453,3524
ENSMUSG00000023027,3238,2240,3049,2591,2697,3235,3054
ENSMUSG00000023030,2689,2082,3372,2959,2685,3489,2557
ENSMUSG00000023031,11,2,3,6,10,15,9
ENSMUSG00000023032,385,24,546,471,509,457,326
ENSMUSG00000023033,51,30,70,60,43,46,75
ENSMUSG00000023034,5568,3519,4639,4112,4617,8759,8995
ENSMUSG00000023036,67,52,26,30,24,39,77
ENSMUSG00000023039,13519,27497,19567,14672,11031,22410,15900
ENSMUSG00000023041,0,0,1,0,0,0,0
ENSMUSG00000023043,68358,88347,92210,66710,81931,90410,70408
ENSMUSG00000023044,741,431,591,539,606,822,724
ENSMUSG00000023045,13,11,6,3,23,10,26
ENSMUSG00000023046,431,776,491,496,380,1044,513
ENSMUSG00000023047,13,3,8,3,8,22,10
ENSMUSG00000023048,1841,1546,2208,1687,2740,2514,1626
ENSMUSG00000023050,1823,739,1496,1377,1540,1376,1217
ENSMUSG00000023051,2360,1466,2690,2195,2293,2851,2294
ENSMUSG00000023052,25,29,21,8,7,40,22
ENSMUSG00000023055,3097,1643,2718,2366,2640,2998,2582
ENSMUSG00000023057,0,0,0,0,0,0,0
ENSMUSG00000023064,4,3,1,1,5,5,5
ENSMUSG00000023066,1353,1215,960,974,859,1111,1219
ENSMUSG00000023067,2520,1814,2725,2566,1846,3403,3540
ENSMUSG00000023068,7884,8059,9210,8235,7413,8602,7307
ENSMUSG00000023070,0,0,0,0,0,0,0
ENSMUSG00000023072,779,652,619,709,886,773,788
ENSMUSG00000023073,0,0,0,0,0,0,0
ENSMUSG00000023074,1020,885,1223,770,842,1083,942
ENSMUSG00000023075,3523,3880,4831,3879,6241,4539,3748
ENSMUSG00000023078,0,0,0,0,0,0,0
ENSMUSG00000023079,2799,3749,2703,2252,3474,2907,3064
ENSMUSG00000023083,0,0,0,0,0,0,0
ENSMUSG00000023084,2,1,2,0,0,2,2
ENSMUSG00000023087,26652,11178,31233,27518,30894,11779,25379
ENSMUSG00000023088,8087,7216,5912,6533,6785,6663,7289
ENSMUSG00000023089,1632,1334,1998,1737,2418,2067,1390
ENSMUSG00000023092,162,123,268,151,129,74,39
ENSMUSG00000023093,0,0,2,0,0,1,0
ENSMUSG00000023094,144,78,201,175,131,115,119
ENSMUSG00000023104,3653,2758,4005,3693,4053,4257,3360
ENSMUSG00000023106,6673,4759,6913,6152,6455,7800,6072
ENSMUSG00000023110,11430,8031,12340,11197,12176,13184,9160
ENSMUSG00000023118,17857,11546,18194,16378,18263,16391,14947
ENSMUSG00000023120,0,0,0,0,0,0,0
ENSMUSG00000023122,0,0,0,0,0,0,0
ENSMUSG00000023132,0,0,0,0,0,0,0
ENSMUSG00000023140,2,0,6,5,11,8,5
ENSMUSG00000023143,1263,1094,1674,1292,1196,1557,1083
ENSMUSG00000023147,626,686,963,727,801,915,636
ENSMUSG00000023150,10356,7084,10645,8981,9950,12035,8265
ENSMUSG00000023151,1,0,2,2,3,2,6
ENSMUSG00000023153,19,3,16,5,3,21,7
ENSMUSG00000023156,3268,1115,3389,3117,3000,3721,2970
ENSMUSG00000023159,37,106,46,149,52,89,75
ENSMUSG00000023165,0,0,0,0,0,0,0
ENSMUSG00000023169,19997,15803,20167,18992,16407,18438,20495
ENSMUSG00000023170,1886,1620,1468,1321,1300,1826,1635
ENSMUSG00000023175,27266,25582,31601,26231,25397,28317,20833
ENSMUSG00000023176,0,2,0,0,1,4,1
ENSMUSG00000023185,0,0,0,0,0,0,0
ENSMUSG00000023186,429,538,607,439,404,585,490
ENSMUSG00000023191,634,254,503,520,501,634,496
ENSMUSG00000023192,0,0,5,7,1,3,1
ENSMUSG00000023206,10,7,8,4,44,18,3
ENSMUSG00000023210,1,0,0,2,1,2,7
ENSMUSG00000023216,1,0,1,0,0,1,3
ENSMUSG00000023224,37,1,28,6,15,17,13
ENSMUSG00000023232,1314,1305,1124,896,1730,2212,889
ENSMUSG00000023235,724,642,482,543,627,741,744
ENSMUSG00000023236,1,3,1,4,3,7,6
ENSMUSG00000023243,1245,451,893,1152,1011,1491,1449
ENSMUSG00000023247,0,4,5,3,5,0,0
ENSMUSG00000023249,1134,1852,1453,981,1382,1544,1294
ENSMUSG00000023257,0,0,0,0,0,0,0
ENSMUSG00000023259,262,183,326,188,205,344,293
ENSMUSG00000023262,2190,1227,1951,1541,1878,2323,1700
ENSMUSG00000023263,0,0,0,0,0,0,0
ENSMUSG00000023266,404,155,293,291,472,473,440
ENSMUSG00000023267,0,0,2,3,0,1,1
ENSMUSG00000023272,2348,1585,3158,2595,2629,3161,2273
ENSMUSG00000023274,0,0,4,1,1,0,0
ENSMUSG00000023277,1395,1228,1462,1207,1450,1649,1318
ENSMUSG00000023279,0,0,0,0,0,0,0
ENSMUSG00000023284,551,341,493,464,410,453,391
ENSMUSG00000023286,2012,1693,2157,1870,1987,2274,1911
ENSMUSG00000023289,1,0,0,0,0,0,0
ENSMUSG00000023307,4494,4400,4535,4390,3960,4613,4676
ENSMUSG00000023328,39,11,28,26,10,28,51
ENSMUSG00000023330,916,576,542,581,593,733,826
ENSMUSG00000023333,2,0,1,1,0,3,1
ENSMUSG00000023336,9,10,13,9,8,32,12
ENSMUSG00000023341,1,3,4,2,5,3,7
ENSMUSG00000023345,1588,1509,1561,1558,1711,1877,1489
ENSMUSG00000023348,3056,2894,3231,2748,3253,3106,2959
ENSMUSG00000023349,0,0,0,0,0,0,0
ENSMUSG00000023350,0,0,0,0,0,0,0
ENSMUSG00000023353,5303,3124,4493,4069,5057,5192,4640
ENSMUSG00000023367,2,1,3,2,3,0,6
ENSMUSG00000023387,0,0,0,0,0,0,0
ENSMUSG00000023391,75,15,61,51,56,20,85
ENSMUSG00000023393,149,41,51,48,78,103,158
ENSMUSG00000023403,213,506,75,92,541,118,122
ENSMUSG00000023411,96,22,107,53,100,85,162
ENSMUSG00000023433,0,0,0,0,0,0,0
ENSMUSG00000023439,0,1,0,5,1,0,3
ENSMUSG00000023443,3310,9635,2437,2437,4211,3583,3764
ENSMUSG00000023452,995,792,1038,915,955,1057,829
ENSMUSG00000023456,38287,26701,41654,36727,48511,31945,21628
ENSMUSG00000023460,4895,2567,4338,3947,3869,5059,4474
ENSMUSG00000023467,49,21,25,18,36,74,46
ENSMUSG00000023473,98,125,144,92,55,118,140
ENSMUSG00000023484,1088,980,1456,954,1093,916,1086
ENSMUSG00000023495,8324,7022,10266,8765,6606,9090,7599
ENSMUSG00000023505,6931,5228,7692,6725,9733,8885,6374
ENSMUSG00000023571,328,220,149,257,139,444,324
ENSMUSG00000023572,1200,1175,1249,1179,1258,1372,1117
ENSMUSG00000023707,531,451,482,466,659,605,479
ENSMUSG00000023723,2402,2891,2922,2523,2543,3286,2558
ENSMUSG00000023737,9,7,1,4,0,2,11
ENSMUSG00000023755,1700,975,1660,1669,1631,1647,1351
ENSMUSG00000023764,2491,1886,1512,1471,1913,2252,2431
ENSMUSG00000023781,12,3,12,8,9,13,17
ENSMUSG00000023791,1216,1198,1284,1190,1506,1583,1197
ENSMUSG00000023795,123,113,112,87,77,121,118
ENSMUSG00000023800,273,681,250,256,499,304,361
ENSMUSG00000023802,0,0,0,0,0,0,0
ENSMUSG00000023805,507,288,381,420,388,341,592
ENSMUSG00000023806,118,137,141,96,110,142,143
ENSMUSG00000023809,2556,272,1549,1248,1783,1997,2216
ENSMUSG00000023826,13,26,13,4,10,18,27
ENSMUSG00000023827,5922,4777,4931,3982,5110,6033,5156
ENSMUSG00000023828,4,1,8,8,2,2,1
ENSMUSG00000023829,0,0,1,0,0,0,3
ENSMUSG00000023830,31469,25341,27343,24506,23631,34212,34473
ENSMUSG00000023832,3730,2845,3556,3099,2983,4633,3547
ENSMUSG00000023845,8326,9914,7974,7400,5372,6594,8476
ENSMUSG00000023852,10881,8989,11034,10332,8695,9016,9524
ENSMUSG00000023861,1337,1603,1450,1276,1435,1945,1889
ENSMUSG00000023868,474,555,1753,649,382,874,555
ENSMUSG00000023873,13,50,16,12,95,6,30
ENSMUSG00000023882,326,333,364,253,295,319,303
ENSMUSG00000023883,5129,5204,4132,4023,4353,4393,4580
ENSMUSG00000023885,9,0,10,3,5,10,0
ENSMUSG00000023886,58,6,32,33,11,15,24
ENSMUSG00000023892,730,751,648,595,703,595,496
ENSMUSG00000023902,56,11,52,26,47,33,32
ENSMUSG00000023903,1691,1629,1021,1120,1397,1176,1746
ENSMUSG00000023904,1243,1667,1569,1089,1283,1628,1425
ENSMUSG00000023905,1136,1439,1676,1282,1896,1612,1166
ENSMUSG00000023906,996,316,777,653,733,2041,901
ENSMUSG00000023908,3339,2649,2819,2942,3358,3364,2944
ENSMUSG00000023909,524,703,753,637,605,953,862
ENSMUSG00000023911,189,125,139,103,258,192,128
ENSMUSG00000023912,197,160,164,121,168,106,121
ENSMUSG00000023913,3103,4971,1685,1871,1745,2050,4938
ENSMUSG00000023914,0,0,0,0,0,3,0
ENSMUSG00000023915,6187,6377,7000,6443,6947,6345,4957
ENSMUSG00000023918,8,1,5,4,7,16,7
ENSMUSG00000023919,1162,1027,1140,1105,1008,1078,1110
ENSMUSG00000023921,4022,3147,2883,2896,2979,3623,4193
ENSMUSG00000023923,2059,2023,1727,1722,1304,1859,2152
ENSMUSG00000023926,0,0,0,0,0,0,0
ENSMUSG00000023927,2897,3688,5320,4573,1457,3587,3346
ENSMUSG00000023930,0,0,0,0,0,0,0
ENSMUSG00000023931,121,102,107,51,195,144,121
ENSMUSG00000023932,11444,9741,10271,8645,9951,12209,10327
ENSMUSG00000023935,32,10,21,7,16,10,14
ENSMUSG00000023938,2359,1726,2066,1597,2045,2390,2053
ENSMUSG00000023939,1122,1373,1115,890,1198,1538,1114
ENSMUSG00000023940,4809,4039,3552,3738,4517,4069,3733
ENSMUSG00000023942,14794,7980,10586,10407,12682,11119,12483
ENSMUSG00000023943,0,0,0,0,0,0,0
ENSMUSG00000023944,248845,244900,258680,246171,250657,249290,208799
ENSMUSG00000023945,0,0,0,0,0,0,0
ENSMUSG00000023947,220,163,233,223,190,213,244
ENSMUSG00000023949,0,0,0,0,1,0,0
ENSMUSG00000023951,10743,14456,7957,7049,7756,6642,5367
ENSMUSG00000023952,2214,1992,1877,1644,2667,1881,2113
ENSMUSG00000023953,1647,1440,1272,1228,972,1299,1552
ENSMUSG00000023959,160,81,43,42,18,65,147
ENSMUSG00000023960,415,274,256,171,297,374,347
ENSMUSG00000023961,374,435,467,350,374,375,375
ENSMUSG00000023963,7,21,9,11,2,29,13
ENSMUSG00000023964,1,0,1,0,0,3,0
ENSMUSG00000023965,927,990,1044,958,795,1110,1066
ENSMUSG00000023966,70,54,78,28,16,77,37
ENSMUSG00000023967,2681,3348,2923,2456,2774,3107,2396
ENSMUSG00000023968,12,2,6,10,3,9,16
ENSMUSG00000023971,1202,1246,1227,1128,1186,1367,1228
ENSMUSG00000023972,9850,9382,7561,6995,8737,9631,9160
ENSMUSG00000023973,2089,2339,1843,1663,2280,2358,2072
ENSMUSG00000023977,15302,9019,13176,13368,13745,11032,11440
ENSMUSG00000023978,0,1,1,0,1,0,3
ENSMUSG00000023979,26,36,53,46,44,72,62
ENSMUSG00000023980,2314,2012,2144,2025,2166,2354,2074
ENSMUSG00000023982,0,0,0,0,0,1,0
ENSMUSG00000023984,15,19,14,13,21,36,15
ENSMUSG00000023987,2,0,0,4,3,12,6
ENSMUSG00000023988,5523,5068,6665,5601,5560,5759,5044
ENSMUSG00000023990,1819,993,2297,1577,2460,3610,2859
ENSMUSG00000023991,3762,2283,3991,3508,4185,4219,3474
ENSMUSG00000023992,0,0,1,0,0,0,5
ENSMUSG00000023993,0,3,1,0,1,0,0
ENSMUSG00000023994,2753,2578,3365,2964,2422,2767,2599
ENSMUSG00000023995,12,0,10,8,9,19,19
ENSMUSG00000023999,41,7,45,23,20,77,47
ENSMUSG00000024002,16444,15850,16117,15044,14771,13841,14761
ENSMUSG00000024006,6614,5913,6173,5171,5677,6995,6064
ENSMUSG00000024007,3605,3255,4242,3886,4310,4830,3381
ENSMUSG00000024008,27,18,28,16,49,28,18
ENSMUSG00000024011,65,9,30,17,76,57,26
ENSMUSG00000024012,6974,7004,6216,5143,6426,8038,6872
ENSMUSG00000024013,112,75,144,82,81,189,112
ENSMUSG00000024014,3194,2394,2487,2521,3166,2524,2630
ENSMUSG00000024018,16,5,6,9,360,11,51
ENSMUSG00000024019,395,303,372,353,296,431,307
ENSMUSG00000024026,3718,3614,4140,3878,3391,3857,3453
ENSMUSG00000024027,333,150,355,348,318,365,322
ENSMUSG00000024028,0,0,0,0,0,0,0
ENSMUSG00000024029,0,0,0,0,0,0,3
ENSMUSG00000024030,131,59,126,107,63,89,161
ENSMUSG00000024032,0,0,0,0,0,0,0
ENSMUSG00000024033,171,113,153,121,156,205,225
ENSMUSG00000024034,0,0,0,0,0,0,0
ENSMUSG00000024036,853,644,976,721,837,1372,1050
ENSMUSG00000024037,1672,1777,2083,1764,1677,2071,1854
ENSMUSG00000024038,3358,2216,3129,2542,3164,3220,2502
ENSMUSG00000024039,1539,673,1289,1205,1181,1674,1555
ENSMUSG00000024041,0,0,0,0,0,0,0
ENSMUSG00000024042,12557,12138,10462,8255,12306,18809,12644
ENSMUSG00000024043,1919,1674,2038,1710,1487,2560,2125
ENSMUSG00000024044,700,226,540,434,660,365,669
ENSMUSG00000024045,10753,8083,11234,9953,8961,10885,10126
ENSMUSG00000024048,7559,7648,8998,7842,7021,9181,7876
ENSMUSG00000024049,17,13,23,12,17,28,33
ENSMUSG00000024050,3250,2710,2921,2820,3290,2970,3175
ENSMUSG00000024052,2575,1686,1944,1699,1663,2215,2481
ENSMUSG00000024053,154,151,169,141,110,107,103
ENSMUSG00000024054,8199,7200,7619,7722,7037,8200,8527
ENSMUSG00000024055,984,1081,751,584,590,1033,964
ENSMUSG00000024056,2754,3190,2842,2574,2693,2803,2342
ENSMUSG00000024059,64,14,26,25,50,54,55
ENSMUSG00000024063,333,229,319,296,201,482,396
ENSMUSG00000024064,365,50,412,547,53,185,291
ENSMUSG00000024065,292,59,435,278,253,111,203
ENSMUSG00000024066,1,2,11,7,6,21,8
ENSMUSG00000024067,2325,1970,2151,2064,2150,2649,2108
ENSMUSG00000024068,1633,1935,1721,1412,1352,1624,1559
ENSMUSG00000024069,1127,1163,1239,1130,1053,1220,1027
ENSMUSG00000024070,1782,1768,1905,1625,1114,1512,1580
ENSMUSG00000024072,2769,2446,2566,2313,2323,2844,2662
ENSMUSG00000024073,15358,16686,15420,13599,11152,12941,14213
ENSMUSG00000024074,4837,7172,4996,4772,5328,4531,5148
ENSMUSG00000024076,0,4,1,0,0,3,0
ENSMUSG00000024077,2466,2326,2416,1939,1734,2603,2798
ENSMUSG00000024078,3325,3263,3531,3220,3055,3606,3160
ENSMUSG00000024079,1528,1317,1598,1241,1318,1942,1561
ENSMUSG00000024081,8224,6695,7750,7096,7223,7828,7642
ENSMUSG00000024082,1331,1256,911,881,984,1271,1334
ENSMUSG00000024083,2867,3255,2911,2317,2240,2923,2954
ENSMUSG00000024084,151,223,539,247,49,299,119
ENSMUSG00000024085,9230,8955,8344,8527,5923,10464,10964
ENSMUSG00000024087,20,8,13,27,2,19,19
ENSMUSG00000024088,0,0,0,0,0,0,0
ENSMUSG00000024091,22376,15008,18592,16305,19850,22001,18802
ENSMUSG00000024095,7324,5407,7083,6952,6176,6644,5759
ENSMUSG00000024096,4038,4942,4941,4058,4661,4762,3970
ENSMUSG00000024097,15913,11870,16079,14806,13476,18214,14413
ENSMUSG00000024098,3892,4211,3641,3548,3045,4196,3781
ENSMUSG00000024099,5431,4927,5364,4676,5314,6125,5236
ENSMUSG00000024101,1849,1445,1351,1079,1368,1476,1721
ENSMUSG00000024104,9047,4835,6895,6154,10064,7733,8292
ENSMUSG00000024105,1,1,0,0,0,0,0
ENSMUSG00000024107,0,0,1,0,0,0,0
ENSMUSG00000024109,2,1,2,0,1,1,2
ENSMUSG00000024112,865,125,651,409,848,1447,734
ENSMUSG00000024114,82,29,53,57,116,71,80
ENSMUSG00000024116,0,0,0,0,0,0,0
ENSMUSG00000024118,2360,1674,2289,2119,2171,3380,2749
ENSMUSG00000024120,10879,8593,11087,10287,11736,11021,10521
ENSMUSG00000024121,4766,4072,5587,4541,4776,6264,5019
ENSMUSG00000024122,5258,5536,5252,4628,4312,4948,4790
ENSMUSG00000024124,0,0,0,0,1,1,0
ENSMUSG00000024125,0,0,0,0,0,0,0
ENSMUSG00000024127,1369,1336,1479,1204,1130,1541,1456
ENSMUSG00000024128,0,1,0,0,2,0,0
ENSMUSG00000024130,1891,1602,1711,1669,2477,1965,2399
ENSMUSG00000024131,46,44,56,32,33,120,95
ENSMUSG00000024132,778,489,763,575,777,1008,933
ENSMUSG00000024134,905,265,896,1049,782,951,895
ENSMUSG00000024135,3671,2902,2741,2888,3264,3606,3204
ENSMUSG00000024136,45,24,45,56,37,67,65
ENSMUSG00000024137,1336,1595,1347,1235,1397,1374,1176
ENSMUSG00000024140,305,349,768,391,265,676,392
ENSMUSG00000024142,1055,901,1253,940,834,1555,1127
ENSMUSG00000024143,1085,628,1082,773,994,1259,1183
ENSMUSG00000024145,1688,1203,1565,1525,1431,1828,1818
ENSMUSG00000024146,1553,1676,1882,1753,1495,2086,1452
ENSMUSG00000024150,3148,3930,3767,3055,3502,4004,2897
ENSMUSG00000024151,28633,20581,22796,28024,33455,26614,33161
ENSMUSG00000024154,5,1,1,5,6,1,0
ENSMUSG00000024155,2,1,0,0,1,2,0
ENSMUSG00000024158,3459,3047,3212,2589,3410,3797,3425
ENSMUSG00000024160,1557,1905,1894,1421,1696,2076,1418
ENSMUSG00000024163,9334,7632,6430,5846,6421,6334,7338
ENSMUSG00000024164,5,0,6,1,9,4,5
ENSMUSG00000024165,11691,10441,12110,11293,10205,12742,10508
ENSMUSG00000024168,6,3,0,2,0,0,0
ENSMUSG00000024169,970,810,847,787,955,1111,1234
ENSMUSG00000024170,1746,1228,1483,1333,1579,1685,1417
ENSMUSG00000024171,0,0,0,0,0,0,0
ENSMUSG00000024172,3,2,1,2,1,0,1
ENSMUSG00000024173,0,0,0,0,0,0,0
ENSMUSG00000024174,510,437,506,402,414,473,486
ENSMUSG00000024175,1,0,0,0,0,2,0
ENSMUSG00000024176,98,29,87,113,91,88,90
ENSMUSG00000024177,1453,887,979,1097,868,1516,1342
ENSMUSG00000024180,100,99,76,71,95,81,100
ENSMUSG00000024181,3073,2562,2966,2809,2954,3696,2680
ENSMUSG00000024182,5489,4477,4919,4511,5104,5122,4910
ENSMUSG00000024184,26,27,41,42,29,14,27
ENSMUSG00000024186,768,414,652,667,543,566,423
ENSMUSG00000024187,2639,3252,3177,2493,2706,3722,2695
ENSMUSG00000024188,12315,10324,11874,10278,9011,9452,8730
ENSMUSG00000024190,3133,2668,3064,2432,3184,6140,5082
ENSMUSG00000024191,584,583,626,393,544,513,537
ENSMUSG00000024193,1440,1213,1619,1383,1752,1718,1481
ENSMUSG00000024194,2545,1787,2558,2167,3080,2937,2210
ENSMUSG00000024197,7909,8038,6063,4973,6692,8999,8340
ENSMUSG00000024201,2534,1871,2132,1940,2052,2025,1586
ENSMUSG00000024205,4,4,1,1,3,2,3
ENSMUSG00000024206,437,334,338,278,523,424,488
ENSMUSG00000024207,0,1,0,0,0,0,0
ENSMUSG00000024208,2638,2391,2457,2142,2804,2940,2333
ENSMUSG00000024209,1,2,0,4,6,6,8
ENSMUSG00000024210,0,0,0,0,0,0,2
ENSMUSG00000024211,0,0,1,1,0,0,3
ENSMUSG00000024212,2424,1660,2826,2684,2483,2476,2194
ENSMUSG00000024213,2192,1809,2206,2075,2108,2584,2005
ENSMUSG00000024215,2,1,0,0,2,13,9
ENSMUSG00000024217,3393,3053,3569,3153,3277,3820,3045
ENSMUSG00000024218,2132,2151,2218,2065,2175,2490,2060
ENSMUSG00000024219,2861,2402,2282,2098,2452,2897,2752
ENSMUSG00000024220,1146,930,1007,815,1009,1207,1193
